date,GISTemp,HadCRUT4,NCDC,Berkeley,Cowtan and Way
1896.92,-0.05,-0.034,0.06,-0.128,-0.002
1897,-0.16,-0.203,-0.19,-0.243,-0.245
1897.08,-0.16,-0.125,-0.11,-0.338,-0.268
1897.17,-0.15,-0.275,-0.18,-0.318,-0.271
1897.25,-4.00E-02,-0.076,0,-0.104,-0.087
1897.33,-6.00E-02,-0.031,-0.02,-0.03,-0.068
1897.42,-1.80E-01,-0.155,-0.09,-0.168,-0.152
1897.5,-8.00E-02,-0.157,-0.03,-0.17,-0.172
1897.58,-1.20E-01,-0.149,-0.07,-0.209,-0.175
1897.67,-9.00E-02,-0.135,-0.02,-0.256,-0.195
1897.75,-1.40E-01,-0.258,-0.16,-0.231,-0.241
1897.83,-0.2,-0.453,-0.26,-0.386,-0.367
1897.92,-0.21,-0.477,-0.3,-0.306,-0.371
1898,-0.04,-0.085,-0.03,-0.185,-0.219
1898.08,-0.3,-0.38,-0.28,-0.518,-0.508
1898.17,-0.52,-0.749,-0.66,-0.658,-0.724
1898.25,-0.34,-0.573,-0.35,-0.427,-0.503
1898.33,-0.33,-0.474,-0.31,-0.447,-0.551
1898.42,-0.22,-0.319,-0.21,-0.275,-0.308
1898.5,-0.25,-0.377,-0.24,-0.336,-0.35
1898.58,-0.27,-0.306,-0.23,-0.36,-0.34
1898.67,-0.23,-0.332,-0.21,-0.407,-0.366
1898.75,-0.35,-0.556,-0.32,-0.483,-0.509
1898.83,-0.4,-0.449,-0.25,-0.554,-0.476
1898.92,-0.27,-0.346,-0.01,-0.436,-0.472
1899,-0.21,-0.208,-0.1,-0.274,-0.314
1899.08,-0.42,-0.494,-0.28,-0.492,-0.486
1899.17,-0.35,-0.544,-0.26,-0.439,-0.556
1899.25,-0.22,-0.351,-0.2,-0.244,-0.357
1899.33,-0.25,-0.316,-0.13,-0.256,-0.289
1899.42,-0.35,-0.39,-0.2,-0.417,-0.449
1899.5,-0.19,-0.275,-0.13,-0.28,-0.286
1899.58,-8.00E-02,-0.147,-0.06,-0.123,-0.127
1899.67,-4.00E-02,-0.136,-0.05,-0.117,-0.123
1899.75,-7.00E-02,-0.188,-0.02,-0.075,-0.164
1899.83,0.1,0.028,0.14,0.045,-0.022
1899.92,-0.3,-0.45,-0.15,-0.331,-0.397
1900,-0.39,-0.266,-0.23,-0.482,-0.456
1900.08,-4.00E-02,-0.172,-0.09,-0.03,-0.083
1900.17,0.00E+00,-0.285,-0.04,0.015,-0.158
1900.25,-0.14,-0.261,-0.09,-0.127,-0.174
1900.33,-1.20E-01,-0.273,-0.04,-0.095,-0.226
1900.42,-0.14,-0.18,-0.04,-0.173,-0.137
1900.5,-1.40E-01,-0.19,-0.07,-0.19,-0.146
1900.58,-1.20E-01,-0.185,-0.07,-0.171,-0.186
1900.67,-6.00E-02,-0.23,-0.06,-0.173,-0.181
1900.75,0.07,-0.058,0.05,0.033,-0.02
1900.83,-0.11,-0.263,-0.13,-0.195,-0.243
1900.92,-0.08,-0.075,0.03,-0.18,-0.204
1901,-0.25,-0.176,-0.12,-0.319,-0.303
1901.08,-6.00E-02,-0.272,-0.08,-0.136,-0.175
1901.17,7.00E-02,-0.236,-0.03,-0.04,-0.169
1901.25,-5.00E-02,-0.187,-0.07,-0.044,-0.117
1901.33,-0.18,-0.196,-0.12,-0.161,-0.164
1901.42,-1.40E-01,-0.146,-0.13,-0.214,-0.153
1901.5,-1.70E-01,-0.188,-0.15,-0.231,-0.228
1901.58,-0.22,-0.196,-0.13,-0.202,-0.166
1901.67,-0.23,-0.343,-0.21,-0.3,-0.263
1901.75,-0.33,-0.298,-0.28,-0.304,-0.281
1901.83,-0.18,-0.442,-0.14,-0.346,-0.35
1901.92,-0.29,-0.428,-0.24,-0.321,-0.397
1902,-0.21,-0.232,-0.1,-0.309,-0.365
1902.08,-5.00E-02,-0.26,-0.04,-0.099,-0.185
1902.17,-0.3,-0.398,-0.2,-0.409,-0.457
1902.25,-0.32,-0.451,-0.27,-0.352,-0.381
1902.33,-0.37,-0.401,-0.27,-0.368,-0.41
1902.42,-0.37,-0.424,-0.34,-0.374,-0.39
1902.5,-0.31,-0.391,-0.29,-0.283,-0.293
1902.58,-0.35,-0.368,-0.27,-0.284,-0.297
1902.67,-0.3,-0.361,-0.24,-0.308,-0.269
1902.75,-0.33,-0.477,-0.28,-0.384,-0.418
1902.83,-0.41,-0.538,-0.34,-0.57,-0.539
1902.92,-0.48,-0.526,-0.37,-0.541,-0.564
1903,-0.27,-0.269,-0.21,-0.295,-0.36
1903.08,-6.00E-02,-0.181,-0.09,-0.149,-0.147
1903.17,-0.24,-0.358,-0.28,-0.331,-0.373
1903.25,-0.44,-0.473,-0.36,-0.532,-0.509
1903.33,-0.46,-0.463,-0.39,-0.468,-0.48
1903.42,-0.48,-0.537,-0.38,-0.537,-0.528
1903.5,-0.39,-0.485,-0.33,-0.456,-0.424
1903.58,-0.5,-0.587,-0.43,-0.572,-0.537
1903.67,-0.51,-0.518,-0.38,-0.598,-0.468
1903.75,-0.51,-0.653,-0.44,-0.567,-0.592
1903.83,-0.46,-0.634,-0.39,-0.586,-0.569
1903.92,-0.54,-0.604,-0.39,-0.535,-0.558
1904,-0.69,-0.644,-0.54,-0.662,-0.688
1904.08,-0.6,-0.59,-0.47,-0.652,-0.655
1904.17,-0.52,-0.661,-0.52,-0.472,-0.594
1904.25,-0.56,-0.553,-0.48,-0.531,-0.52
1904.33,-0.57,-0.527,-0.43,-0.521,-0.554
1904.42,-0.52,-0.522,-0.45,-0.484,-0.48
1904.5,-0.56,-0.522,-0.46,-0.483,-0.465
1904.58,-0.52,-0.477,-0.43,-0.481,-0.466
1904.67,-0.55,-0.478,-0.47,-0.587,-0.504
1904.75,-0.42,-0.473,-0.41,-0.455,-0.47
1904.83,-0.23,-0.387,-0.17,-0.296,-0.324
1904.92,-0.36,-0.407,-0.25,-0.346,-0.386
1905,-0.41,-0.46,-0.36,-0.328,-0.401
1905.08,-0.61,-0.703,-0.62,-0.665,-0.651
1905.17,-0.24,-0.462,-0.4,-0.364,-0.439
1905.25,-0.37,-0.555,-0.46,-0.42,-0.471
1905.33,-0.35,-0.344,-0.29,-0.309,-0.336
1905.42,-0.32,-0.314,-0.25,-0.349,-0.285
1905.5,-0.31,-0.297,-0.19,-0.356,-0.301
1905.58,-2.30E-01,-0.301,-0.22,-0.305,-0.282
1905.67,-2.00E-01,-0.313,-0.22,-0.335,-0.286
1905.75,-0.27,-0.363,-0.3,-0.304,-0.309
1905.83,-1.10E-01,-0.218,-0.09,-0.174,-0.167
1905.92,-0.2,-0.199,-0.13,-0.313,-0.265
1906,-0.29,-0.075,-0.18,-0.353,-0.318
1906.08,-0.32,-0.225,-0.24,-0.362,-0.293
1906.17,-0.18,-0.284,-0.15,-0.151,-0.191
1906.25,-6.00E-02,-0.115,-0.05,-0.053,-0.081
1906.33,-0.26,-0.329,-0.22,-0.302,-0.34
1906.42,-0.22,-0.287,-0.18,-0.238,-0.201
1906.5,-0.27,-0.315,-0.25,-0.306,-0.317
1906.58,-0.21,-0.319,-0.23,-0.275,-0.216
1906.67,-0.28,-0.385,-0.31,-0.373,-0.312
1906.75,-0.21,-0.351,-0.28,-0.193,-0.257
1906.83,-0.4,-0.427,-0.37,-0.439,-0.373
1906.92,-0.18,-0.283,-0.17,-0.172,-0.256
1907,-0.43,-0.431,-0.35,-0.446,-0.434
1907.08,-0.53,-0.512,-0.41,-0.618,-0.574
1907.17,-0.28,-0.338,-0.28,-0.283,-0.273
1907.25,-0.4,-0.507,-0.36,-0.401,-0.364
1907.33,-0.48,-0.555,-0.47,-0.517,-0.533
1907.42,-0.45,-0.524,-0.37,-0.465,-0.449
1907.5,-0.38,-0.402,-0.36,-0.414,-0.345
1907.58,-0.37,-0.452,-0.34,-0.448,-0.443
1907.67,-0.35,-0.405,-0.35,-0.43,-0.38
1907.75,-0.26,-0.359,-0.31,-0.224,-0.251
1907.83,-0.5,-0.581,-0.51,-0.588,-0.506
1907.92,-0.5,-0.525,-0.39,-0.529,-0.55
1908,-0.45,-0.412,-0.37,-0.444,-0.434
1908.08,-0.32,-0.413,-0.38,-0.345,-0.348
1908.17,-0.55,-0.636,-0.61,-0.658,-0.695
1908.25,-0.47,-0.55,-0.49,-0.5,-0.545
1908.33,-0.43,-0.474,-0.4,-0.317,-0.356
1908.42,-0.43,-0.472,-0.41,-0.347,-0.384
1908.5,-0.41,-0.469,-0.39,-0.365,-0.365
1908.58,-0.48,-0.532,-0.48,-0.509,-0.469
1908.67,-0.38,-0.454,-0.4,-0.376,-0.336
1908.75,-0.47,-0.579,-0.52,-0.48,-0.474
1908.83,-0.52,-0.596,-0.49,-0.626,-0.583
1908.92,-0.51,-0.568,-0.39,-0.586,-0.565
1909,-0.7,-0.579,-0.56,-0.785,-0.714
1909.08,-0.49,-0.531,-0.46,-0.498,-0.489
1909.17,-0.53,-0.69,-0.54,-0.576,-0.715
1909.25,-0.62,-0.604,-0.53,-0.598,-0.601
1909.33,-0.58,-0.586,-0.46,-0.543,-0.53
1909.42,-0.54,-0.512,-0.42,-0.534,-0.497
1909.5,-0.47,-0.573,-0.44,-0.529,-0.514
1909.58,-0.33,-0.317,-0.31,-0.354,-0.275
1909.67,-0.37,-0.398,-0.37,-0.501,-0.428
1909.75,-0.39,-0.481,-0.4,-0.417,-0.46
1909.83,-0.33,-0.42,-0.28,-0.422,-0.403
1909.92,-0.57,-0.591,-0.41,-0.54,-0.578
1910,-0.46,-0.352,-0.31,-0.446,-0.435
1910.08,-0.46,-0.514,-0.37,-0.526,-0.493
1910.17,-0.52,-0.487,-0.44,-0.616,-0.62
1910.25,-0.42,-0.45,-0.34,-0.461,-0.519
1910.33,-0.37,-0.466,-0.31,-0.368,-0.423
1910.42,-0.39,-0.482,-0.37,-0.413,-0.427
1910.5,-0.36,-0.466,-0.33,-0.411,-0.446
1910.58,-0.38,-0.436,-0.34,-0.423,-0.351
1910.67,-0.38,-0.441,-0.34,-0.456,-0.416
1910.75,-0.4,-0.482,-0.43,-0.402,-0.359
1910.83,-0.55,-0.652,-0.5,-0.669,-0.654
1910.92,-0.68,-0.666,-0.57,-0.774,-0.758
1911,-0.64,-0.554,-0.52,-0.725,-0.637
1911.08,-0.59,-0.753,-0.54,-0.659,-0.665
1911.17,-0.61,-0.701,-0.58,-0.684,-0.7
1911.25,-0.55,-0.717,-0.52,-0.557,-0.616
1911.33,-0.53,-0.6,-0.48,-0.575,-0.598
1911.42,-0.49,-0.567,-0.44,-0.55,-0.521
1911.5,-0.42,-0.51,-0.47,-0.504,-0.476
1911.58,-0.43,-0.5,-0.46,-0.48,-0.439
1911.67,-0.39,-0.511,-0.4,-0.524,-0.482
1911.75,-0.25,-0.465,-0.35,-0.288,-0.341
1911.83,-0.19,-0.374,-0.26,-0.349,-0.328
1911.92,-0.23,-0.293,-0.25,-0.336,-0.337
1912,-0.28,-0.361,-0.28,-0.298,-0.315
1912.08,-0.13,-0.288,-0.12,-0.224,-0.295
1912.17,-0.36,-0.385,-0.32,-0.468,-0.497
1912.25,-0.21,-0.342,-0.21,-0.202,-0.27
1912.33,-0.23,-0.375,-0.23,-0.274,-0.306
1912.42,-0.27,-0.312,-0.26,-0.265,-0.267
1912.5,-0.45,-0.453,-0.32,-0.531,-0.477
1912.58,-0.56,-0.559,-0.46,-0.613,-0.568
1912.67,-0.52,-0.557,-0.51,-0.661,-0.59
1912.75,-0.58,-0.641,-0.52,-0.675,-0.662
1912.83,-0.39,-0.518,-0.42,-0.515,-0.484
1912.92,-0.45,-0.484,-0.36,-0.516,-0.543
1913,-0.43,-0.451,-0.36,-0.53,-0.523
1913.08,-0.45,-0.508,-0.39,-0.469,-0.501
1913.17,-0.44,-0.537,-0.41,-0.47,-0.517
1913.25,-0.4,-0.431,-0.36,-0.319,-0.347
1913.33,-0.48,-0.513,-0.4,-0.405,-0.453
1913.42,-0.5,-0.505,-0.39,-0.479,-0.513
1913.5,-0.38,-0.431,-0.36,-0.435,-0.442
1913.58,-0.35,-0.39,-0.33,-0.373,-0.364
1913.67,-0.37,-0.426,-0.36,-0.468,-0.401
1913.75,-0.35,-0.425,-0.32,-0.392,-0.361
1913.83,-0.2,-0.264,-0.14,-0.358,-0.282
1913.92,-5.00E-02,-0.232,-0.04,-0.086,-0.133
1914,3.00E-02,-0.079,0.09,-0.018,-0.053
1914.08,-0.12,-0.211,-0.12,-0.285,-0.205
1914.17,-0.23,-0.326,-0.16,-0.345,-0.398
1914.25,-0.3,-0.39,-0.25,-0.298,-0.356
1914.33,-0.24,-0.282,-0.17,-0.214,-0.247
1914.42,-0.28,-0.281,-0.2,-0.267,-0.263
1914.5,-0.25,-0.328,-0.21,-0.344,-0.34
1914.58,-1.50E-01,-0.214,-0.17,-0.211,-0.148
1914.67,-0.14,-0.255,-0.18,-0.25,-0.227
1914.75,-0.06,-0.146,-0.1,-0.124,-0.131
1914.83,-0.19,-0.183,-0.12,-0.294,-0.237
1914.92,-0.1,-0.249,-0.1,-0.059,-0.141
1915,-0.18,-0.111,-0.13,-0.233,-0.256
1915.08,-2.00E-02,-0.044,-0.02,-0.131,-0.158
1915.17,-0.11,-0.187,-0.11,-0.093,-0.144
1915.25,5.00E-02,-0.046,0.02,0.076,-0.043
1915.33,-8.00E-02,-0.196,-0.07,-0.015,-0.047
1915.42,-0.22,-0.215,-0.09,-0.242,-0.187
1915.5,-0.12,-0.1,-0.03,-0.152,-0.176
1915.58,-0.21,-0.065,-0.08,-0.1,-0.029
1915.67,-0.18,-0.128,-0.11,-0.225,-0.14
1915.75,-0.26,-0.255,-0.17,-0.308,-0.318
1915.83,-0.14,-0.138,-0.02,-0.154,-0.169
1915.92,-0.18,-0.253,-0.05,-0.258,-0.293
1916,-0.1,-0.235,-0.18,-0.196,-0.304
1916.08,-0.14,-0.181,-0.18,-0.237,-0.193
1916.17,-0.29,-0.406,-0.3,-0.264,-0.378
1916.25,-0.31,-0.339,-0.2,-0.317,-0.311
1916.33,-0.33,-0.351,-0.22,-0.315,-0.326
1916.42,-0.48,-0.472,-0.38,-0.392,-0.404
1916.5,-0.37,-0.378,-0.29,-0.398,-0.351
1916.58,-0.26,-0.342,-0.28,-0.362,-0.314
1916.67,-0.33,-0.335,-0.26,-0.439,-0.337
1916.75,-0.28,-0.395,-0.26,-0.434,-0.442
1916.83,-0.4,-0.572,-0.39,-0.621,-0.622
1916.92,-0.81,-0.629,-0.57,-0.869,-0.799
1917,-0.59,-0.68,-0.43,-0.672,-0.745
1917.08,-0.62,-0.765,-0.47,-0.663,-0.704
1917.17,-0.61,-0.832,-0.43,-0.625,-0.723
1917.25,-0.51,-0.477,-0.31,-0.486,-0.471
1917.33,-0.56,-0.662,-0.46,-0.577,-0.562
1917.42,-0.44,-0.357,-0.34,-0.497,-0.432
1917.5,-0.26,-0.122,-0.17,-0.255,-0.222
1917.58,-0.22,-0.226,-0.17,-0.329,-0.247
1917.67,-0.19,-0.125,-0.06,-0.343,-0.212
1917.75,-0.41,-0.385,-0.26,-0.481,-0.448
1917.83,-0.29,-0.386,-0.13,-0.467,-0.473
1917.92,-0.68,-0.635,-0.54,-0.716,-0.752
1918,-0.43,-0.501,-0.22,-0.499,-0.524
1918.08,-0.32,-0.514,-0.29,-0.507,-0.547
1918.17,-0.25,-0.445,-0.17,-0.386,-0.474
1918.25,-0.45,-0.49,-0.29,-0.504,-0.553
1918.33,-0.46,-0.426,-0.27,-0.441,-0.421
1918.42,-0.36,-0.329,-0.17,-0.405,-0.395
1918.5,-0.32,-0.336,-0.2,-0.369,-0.384
1918.58,-0.31,-0.358,-0.17,-0.4,-0.324
1918.67,-0.16,-0.243,-0.15,-0.222,-0.184
1918.75,-7.00E-02,-0.095,-0.1,-0.066,-0.137
1918.83,-0.11,-0.05,-0.11,-0.227,-0.101
1918.92,-0.29,-0.232,-0.32,-0.329,-0.334
1919,-0.21,-0.106,-0.23,-0.254,-0.248
1919.08,-0.24,-0.085,-0.04,-0.229,-0.175
1919.17,-0.21,-0.306,-0.24,-0.214,-0.338
1919.25,-0.14,-0.072,-0.07,-0.061,-0.157
1919.33,-0.29,-0.255,-0.18,-0.235,-0.27
1919.42,-0.38,-0.252,-0.23,-0.33,-0.294
1919.5,-0.3,-0.362,-0.21,-0.348,-0.333
1919.58,-3.30E-01,-0.336,-0.2,-0.296,-0.317
1919.67,-0.23,-0.239,-0.18,-0.281,-0.249
1919.75,-0.2,-0.296,-0.21,-0.218,-0.233
1919.83,-0.41,-0.532,-0.31,-0.539,-0.526
1919.92,-0.42,-0.46,-0.29,-0.444,-0.508
1920,-0.23,-0.239,-0.11,-0.285,-0.266
1920.08,-0.23,-0.427,-0.22,-0.38,-0.473
1920.17,-9.00E-02,-0.119,-0.06,-0.161,-0.158
1920.25,-0.27,-0.264,-0.21,-0.208,-0.248
1920.33,-0.27,-0.2,-0.17,-0.231,-0.253
1920.42,-0.37,-0.211,-0.25,-0.283,-0.213
1920.5,-0.32,-0.285,-0.24,-0.281,-0.242
1920.58,-0.25,-0.233,-0.23,-0.242,-0.229
1920.67,-0.2,-0.139,-0.17,-0.229,-0.163
1920.75,-0.27,-0.233,-0.21,-0.202,-0.236
1920.83,-0.27,-0.289,-0.25,-0.291,-0.265
1920.92,-0.45,-0.358,-0.38,-0.473,-0.432
1921,-3.00E-02,-0.141,-0.06,-0.066,-0.198
1921.08,-0.19,-0.183,-0.15,-0.217,-0.21
1921.17,-0.23,-0.249,-0.21,-0.318,-0.347
1921.25,-0.3,-0.22,-0.2,-0.278,-0.267
1921.33,-0.3,-0.203,-0.19,-0.29,-0.298
1921.42,-0.28,-0.121,-0.16,-0.163,-0.119
1921.5,-0.15,-0.14,-0.11,-0.153,-0.176
1921.58,-0.24,-0.283,-0.19,-0.31,-0.284
1921.67,-0.18,-0.165,-0.14,-0.184,-0.122
1921.75,-3.00E-02,-0.142,-0.06,-0.052,-0.106
1921.83,-0.14,-0.301,-0.18,-0.124,-0.141
1921.92,-0.17,-0.147,-0.08,-0.114,-0.196
1922,-0.34,-0.387,-0.32,-0.305,-0.365
1922.08,-0.44,-0.275,-0.29,-0.437,-0.375
1922.17,-0.13,-0.267,-0.08,-0.155,-0.279
1922.25,-0.24,-0.235,-0.13,-0.133,-0.155
1922.33,-0.34,-0.371,-0.26,-0.337,-0.393
1922.42,-0.33,-0.324,-0.28,-0.276,-0.263
1922.5,-0.26,-0.229,-0.26,-0.208,-0.184
1922.58,-0.31,-0.348,-0.27,-0.366,-0.33
1922.67,-0.32,-0.282,-0.25,-0.377,-0.306
1922.75,-0.33,-0.33,-0.25,-0.361,-0.355
1922.83,-0.14,-0.292,-0.19,-0.273,-0.268
1922.92,-0.19,-0.308,-0.16,-0.192,-0.266
1923,-0.29,-0.237,-0.21,-0.328,-0.394
1923.08,-0.38,-0.419,-0.37,-0.43,-0.44
1923.17,-0.35,-0.412,-0.27,-0.42,-0.461
1923.25,-0.4,-0.36,-0.33,-0.349,-0.367
1923.33,-0.35,-0.319,-0.25,-0.341,-0.351
1923.42,-0.26,-0.243,-0.19,-0.221,-0.186
1923.5,-0.3,-0.352,-0.28,-0.37,-0.348
1923.58,-0.3,-0.377,-0.28,-0.328,-0.327
1923.67,-0.28,-0.327,-0.24,-0.368,-0.301
1923.75,-0.12,-0.27,-0.16,-0.087,-0.146
1923.83,0.00E+00,-0.021,0.03,0.012,0.056
1923.92,-3.00E-02,-0.014,0.01,0.003,-0.068
1924,-0.23,-0.315,-0.25,-0.259,-0.324
1924.08,-0.25,-0.204,-0.18,-0.269,-0.235
1924.17,-0.08,-0.271,-0.11,-0.037,-0.133
1924.25,-0.32,-0.283,-0.25,-0.278,-0.27
1924.33,-0.2,-0.245,-0.2,-0.163,-0.207
1924.42,-0.24,-0.214,-0.22,-0.227,-0.233
1924.5,-0.27,-0.263,-0.22,-0.264,-0.255
1924.58,-0.34,-0.284,-0.29,-0.319,-0.248
1924.67,-0.31,-0.284,-0.28,-0.318,-0.257
1924.75,-0.34,-0.316,-0.29,-0.339,-0.326
1924.83,-0.21,-0.361,-0.29,-0.241,-0.227
1924.92,-0.42,-0.53,-0.4,-0.373,-0.447
1925,-0.38,-0.403,-0.32,-0.41,-0.471
1925.08,-0.39,-0.308,-0.28,-0.486,-0.476
1925.17,-0.26,-0.23,-0.17,-0.257,-0.31
1925.25,-0.26,-0.273,-0.16,-0.263,-0.325
1925.33,-0.31,-0.256,-0.22,-0.247,-0.257
1925.42,-0.34,-0.257,-0.23,-0.292,-0.286
1925.5,-0.29,-0.214,-0.21,-0.249,-0.234
1925.58,-0.16,-0.128,-0.13,-0.171,-0.124
1925.67,-0.17,-0.191,-0.1,-0.214,-0.161
1925.75,-0.19,-0.309,-0.13,-0.155,-0.214
1925.83,3.00E-02,-0.063,0.06,-0.019,0.003
1925.92,0.08,0.001,0.14,0.183,0.074
1926,0.18,0.086,0.17,0.226,0.152
1926.08,5.00E-02,-0.042,0.09,-0.004,-0.065
1926.17,0.1,-0.028,0.08,0.151,0.017
1926.25,-0.13,-0.176,-0.12,-0.084,-0.145
1926.33,-0.23,-0.217,-0.13,-0.196,-0.191
1926.42,-0.23,-0.087,-0.12,-0.177,-0.122
1926.5,-0.25,-0.239,-0.15,-0.212,-0.204
1926.58,-1.40E-01,-0.09,-0.08,-0.095,-0.062
1926.67,-0.14,-0.097,-0.1,-0.108,-0.051
1926.75,-0.11,-0.088,-0.08,0.025,-0.052
1926.83,-6.00E-02,-0.109,-0.07,-0.024,-0.069
1926.92,-0.29,-0.244,-0.21,-0.214,-0.299
1927,-0.28,-0.261,-0.17,-0.209,-0.296
1927.08,-0.19,-0.146,-0.19,-0.156,-0.167
1927.17,-0.37,-0.333,-0.25,-0.378,-0.402
1927.25,-0.32,-0.258,-0.22,-0.279,-0.288
1927.33,-0.26,-0.257,-0.22,-0.184,-0.179
1927.42,-0.27,-0.236,-0.2,-0.216,-0.228
1927.5,-0.17,-0.147,-0.1,-0.159,-0.148
1927.58,-0.22,-0.145,-0.11,-0.154,-0.171
1927.67,-0.12,-0.134,-0.02,-0.115,-0.073
1927.75,-2.00E-02,-0.038,0.02,0.073,0.055
1927.83,-4.00E-02,-0.173,-0.03,-0.034,-0.089
1927.92,-0.34,-0.422,-0.3,-0.23,-0.363
1928,-1.00E-02,-0.054,-0.07,0.154,0.015
1928.08,-9.00E-02,-0.133,-0.13,-0.031,-0.064
1928.17,-0.28,-0.344,-0.26,-0.187,-0.256
1928.25,-0.28,-0.251,-0.24,-0.171,-0.212
1928.33,-0.31,-0.281,-0.18,-0.257,-0.266
1928.42,-0.38,-0.337,-0.27,-0.338,-0.306
1928.5,-0.19,-0.166,-0.17,-0.175,-0.147
1928.58,-0.22,-0.176,-0.19,-0.203,-0.145
1928.67,-0.19,-0.221,-0.18,-0.248,-0.216
1928.75,-0.18,-0.161,-0.12,-0.123,-0.147
1928.83,-0.1,-0.153,-0.06,-0.079,-0.108
1928.92,-0.18,-0.24,-0.16,-0.113,-0.218
1929,-0.47,-0.487,-0.48,-0.361,-0.452
1929.08,-0.6,-0.67,-0.53,-0.523,-0.554
1929.17,-0.32,-0.409,-0.26,-0.366,-0.445
1929.25,-0.4,-0.389,-0.3,-0.339,-0.363
1929.33,-0.39,-0.391,-0.29,-0.396,-0.426
1929.42,-0.41,-0.351,-0.27,-0.424,-0.368
1929.5,-0.34,-0.358,-0.27,-0.397,-0.384
1929.58,-0.31,-0.185,-0.21,-0.261,-0.229
1929.67,-0.23,-0.265,-0.21,-0.266,-0.206
1929.75,-0.13,-0.176,-0.12,-0.099,-0.158
1929.83,-0.13,-0.072,-0.09,-0.128,-0.074
1929.92,-0.54,-0.488,-0.51,-0.509,-0.585
1930,-0.3,-0.327,-0.32,-0.187,-0.273
1930.08,-0.27,-0.287,-0.2,-0.302,-0.372
1930.17,-0.09,-0.15,-0.06,-0.093,-0.155
1930.25,-0.25,-0.201,-0.2,-0.217,-0.213
1930.33,-0.23,-0.201,-0.2,-0.173,-0.202
1930.42,-0.21,-0.165,-0.11,-0.22,-0.189
1930.5,-0.2,-0.122,-0.06,-0.105,-0.146
1930.58,-0.12,-0.056,-0.08,-0.099,-0.061
1930.67,-0.12,-0.079,-0.1,-0.089,-0.02
1930.75,-0.09,-0.089,0,-0.061,-0.073
1930.83,0.15,0.078,0.14,0.147,0.164
1930.92,-7.00E-02,-0.079,0.01,0.009,-0.043
1931,-0.1,-0.007,-0.05,-0.043,-0.114
1931.08,-0.24,-0.162,-0.22,-0.229,-0.215
1931.17,-8.00E-02,-0.123,0,-0.087,-0.129
1931.25,-0.22,-0.182,-0.16,-0.186,-0.176
1931.33,-0.2,-0.166,-0.15,-0.207,-0.205
1931.42,-8.00E-02,-0.04,-0.02,-0.05,-0.015
1931.5,-0.03,0.002,-0.01,0.02,0.04
1931.58,-3.00E-02,-0.054,-0.01,0.008,0.012
1931.67,-0.07,-0.05,-0.01,-0.045,-0.02
1931.75,1.00E-02,-0.046,0.01,0.088,0.048
1931.83,-0.12,-0.153,-0.11,-0.075,-0.044
1931.92,-0.1,-0.105,-0.1,0.027,-0.057
1932,0.14,0.157,0.16,0.144,0.092
1932.08,-0.19,-0.196,-0.17,-0.168,-0.164
1932.17,-0.2,-0.243,-0.18,-0.093,-0.191
1932.25,-6.00E-02,-0.069,-0.04,0.073,0.022
1932.33,-0.19,-0.169,-0.17,-0.054,-0.106
1932.42,-0.3,-0.191,-0.16,-0.187,-0.229
1932.5,-0.24,-0.128,-0.11,-0.152,-0.116
1932.58,-0.24,-0.197,-0.18,-0.186,-0.169
1932.67,-1.10E-01,-0.039,-0.08,-0.018,0.031
1932.75,-1.10E-01,-0.176,-0.09,-0.031,-0.097
1932.83,-0.27,-0.235,-0.2,-0.271,-0.275
1932.92,-0.26,-0.194,-0.19,-0.173,-0.247
1933,-0.34,-0.295,-0.31,-0.254,-0.281
1933.08,-0.34,-0.324,-0.32,-0.269,-0.272
1933.17,-0.3,-0.348,-0.25,-0.272,-0.353
1933.25,-0.26,-0.222,-0.21,-0.229,-0.242
1933.33,-0.29,-0.213,-0.21,-0.257,-0.238
1933.42,-0.34,-0.261,-0.2,-0.372,-0.346
1933.5,-0.22,-0.185,-0.18,-0.259,-0.212
1933.58,-0.25,-0.179,-0.19,-0.207,-0.136
1933.67,-0.27,-0.235,-0.22,-0.307,-0.256
1933.75,-0.21,-0.204,-0.19,-0.237,-0.224
1933.83,-0.3,-0.316,-0.26,-0.35,-0.314
1933.92,-0.46,-0.531,-0.41,-0.394,-0.496
1934,-0.25,-0.225,-0.31,-0.265,-0.305
1934.08,-4.00E-02,-0.165,-0.02,-0.078,-0.11
1934.17,-0.33,-0.396,-0.26,-0.351,-0.416
1934.25,-0.3,-0.25,-0.23,-0.315,-0.3
1934.33,-0.11,-0.082,-0.05,-0.126,-0.131
1934.42,-0.16,-0.043,-0.01,-0.131,-0.078
1934.5,-1.10E-01,-0.068,-0.09,-0.118,-0.1
1934.58,-1.10E-01,-0.058,-0.06,-0.139,-0.101
1934.67,-0.16,-0.101,-0.13,-0.188,-0.109
1934.75,-8.00E-02,-0.091,-0.07,-0.022,-0.025
1934.83,3.00E-02,0.022,0,0.052,0.075
1934.92,-4.00E-02,-0.142,-0.03,-0.013,-0.114
1935,-0.34,-0.233,-0.29,-0.285,-0.323
1935.08,0.14,0.101,0.17,0.084,0.074
1935.17,-0.13,-0.23,-0.15,-0.118,-0.155
1935.25,-0.36,-0.273,-0.26,-0.307,-0.269
1935.33,-0.31,-0.245,-0.2,-0.252,-0.195
1935.42,-0.27,-0.188,-0.17,-0.18,-0.173
1935.5,-0.23,-0.142,-0.11,-0.164,-0.127
1935.58,-0.23,-0.154,-0.1,-0.192,-0.16
