date,GISTemp,HadCRUT4,NCDC,Berkeley,Cowtan and Way
1975.83,-0.16,-0.319,-0.15,-0.276,-0.304
1975.92,-0.17,-0.309,-0.09,-0.152,-0.284
1976,-1.00E-02,-0.233,-0.02,-0.065,-0.202
1976.08,-6.00E-02,-0.329,-0.12,-0.162,-0.289
1976.17,-0.21,-0.445,-0.24,-0.279,-0.388
1976.25,-0.08,-0.195,-0.02,-0.102,-0.211
1976.33,-0.24,-0.317,-0.12,-0.284,-0.4
1976.42,-0.16,-0.25,-0.08,-0.192,-0.278
1976.5,-0.1,-0.182,-0.09,-0.104,-0.124
1976.58,-0.14,-0.202,-0.09,-0.199,-0.239
1976.67,-0.09,-0.162,-0.05,-0.066,-0.147
1976.75,-0.26,-0.316,-0.18,-0.23,-0.29
1976.83,-4.00E-02,-0.18,-0.04,-0.105,-0.177
1976.92,1.00E-01,-0.087,0.09,0.098,-0.05
1977,0.19,-0.074,0.06,0.258,0.098
1977.08,0.22,0.077,0.24,0.177,0.078
1977.17,0.24,0.102,0.31,0.132,0.034
1977.25,0.27,0.094,0.28,0.227,0.086
1977.33,0.3,0.072,0.24,0.327,0.148
1977.42,0.24,0.112,0.25,0.276,0.169
1977.5,0.2,0.065,0.17,0.172,0.107
1977.58,0.16,-0.001,0.14,0.196,0.093
1977.67,0.00E+00,0.033,0.19,-0.006,-0.038
1977.75,2.00E-02,-0.005,0.12,0.007,-0.058
1977.83,0.17,0.141,0.26,0.111,0.085
1977.92,2.00E-02,-0.051,0.11,0.03,-0.095
1978,6.00E-02,0.017,0.16,0.067,-0.032
1978.08,0.14,-0.035,0.13,0.104,0.009
1978.17,0.21,0.028,0.22,0.104,0.022
1978.25,0.15,-0.061,0.13,0.146,0.02
1978.33,6.00E-02,-0.085,0.06,0.096,-0.034
1978.42,-2.00E-02,-0.135,0.05,-0.055,-0.149
1978.5,3.00E-02,-0.066,0.07,0.013,-0.058
1978.58,-0.18,-0.185,0,-0.291,-0.288
1978.67,5.00E-02,-0.054,0.07,0.028,-0.023
1978.75,0.00E+00,-0.112,0.06,-0.047,-0.123
1978.83,0.15,0.046,0.22,0.112,0.08
1978.92,0.1,-0.098,0.15,0.057,-0.054
1979,0.12,-0.029,0.16,0.112,0
1979.08,-1.00E-01,-0.138,0.09,-0.15,-0.233
1979.17,0.18,0.016,0.24,0.124,0.006
1979.25,0.13,-0.05,0.11,0.153,0.025
1979.33,5.00E-02,-0.033,0.16,0.045,-0.112
1979.42,0.13,0.058,0.22,0.059,-0.006
1979.5,2.00E-02,0.054,0.17,-0.031,-0.05
1979.58,0.13,0.083,0.22,0.086,0.047
1979.67,0.25,0.092,0.25,0.206,0.096
1979.75,0.24,0.135,0.29,0.185,0.107
1979.83,0.28,0.146,0.29,0.199,0.16
1979.92,0.47,0.355,0.5,0.445,0.328
1980,0.3,0.134,0.31,0.311,0.171
1980.08,0.43,0.217,0.35,0.377,0.304
1980.17,0.3,0.069,0.24,0.293,0.174
1980.25,0.33,0.144,0.31,0.361,0.199
1980.33,0.36,0.142,0.32,0.334,0.181
1980.42,0.17,0.07,0.25,0.166,0.056
1980.5,0.28,0.061,0.22,0.247,0.166
1980.58,0.23,0.038,0.19,0.195,0.114
1980.67,0.19,0.039,0.2,0.139,0.086
1980.75,0.18,0.011,0.18,0.096,0.039
1980.83,0.29,0.129,0.33,0.187,0.163
1980.92,0.19,0.055,0.27,0.135,0.028
1981,0.55,0.329,0.47,0.52,0.392
1981.08,0.41,0.197,0.36,0.341,0.233
1981.17,0.49,0.208,0.41,0.393,0.263
1981.25,0.31,0.131,0.36,0.263,0.085
1981.33,0.24,0.066,0.26,0.222,0.077
1981.42,0.32,0.125,0.29,0.315,0.207
1981.5,0.34,0.089,0.23,0.304,0.227
1981.58,0.32,0.121,0.24,0.321,0.236
1981.67,0.17,0.072,0.19,0.159,0.111
1981.75,0.14,0.004,0.17,0.076,0.015
1981.83,0.24,0.072,0.21,0.127,0.094
1981.92,0.43,0.265,0.42,0.405,0.295
1982,1.00E-01,-0.045,0.14,0.07,-0.055
1982.08,0.16,0.006,0.16,0.085,0.015
1982.17,0.00E+00,-0.129,0.09,-0.085,-0.197
1982.25,1.00E-01,0.029,0.21,0.026,-0.05
1982.33,0.16,0.04,0.19,0.097,0.001
1982.42,5.00E-02,-0.055,0.13,-0.005,-0.077
1982.5,0.13,-0.016,0.15,0.06,0.014
1982.58,7.00E-02,-0.009,0.14,-0.012,-0.058
1982.67,0.14,0.075,0.24,0.063,0.01
1982.75,0.13,0.006,0.18,0.076,0.046
1982.83,0.15,-0.009,0.15,0.021,0.004
1982.92,0.43,0.25,0.44,0.367,0.241
1983,0.52,0.428,0.52,0.445,0.348
1983.08,0.4,0.313,0.48,0.375,0.26
1983.17,0.43,0.213,0.43,0.306,0.188
1983.25,0.31,0.12,0.29,0.278,0.116
1983.33,0.36,0.137,0.29,0.336,0.191
1983.42,0.2,0.134,0.27,0.164,0.111
1983.5,0.18,0.152,0.27,0.099,0.08
1983.58,0.33,0.2,0.32,0.293,0.238
1983.67,0.39,0.188,0.32,0.332,0.269
1983.75,0.16,0.099,0.21,0.09,0.049
1983.83,0.32,0.256,0.43,0.194,0.201
1983.92,0.17,0.089,0.28,0.159,0.077
1984,0.3,0.118,0.28,0.239,0.117
1984.08,0.17,0.013,0.18,0.076,-0.044
1984.17,0.29,0.049,0.27,0.218,0.09
1984.25,8.00E-02,-0.046,0.15,0.11,-0.036
1984.33,0.33,0.092,0.29,0.322,0.187
1984.42,6.00E-02,-0.015,0.13,0.036,-0.058
1984.5,0.17,-0.037,0.12,-0.026,-0.042
1984.58,0.16,0.041,0.17,0.097,0.072
1984.67,0.21,0.033,0.14,0.143,0.117
1984.75,0.16,-0.022,0.12,0.046,-0.024
1984.83,6.00E-02,-0.121,0.04,-0.088,-0.077
1984.92,-5.00E-02,-0.274,-0.09,-0.087,-0.203
1985,0.22,0.011,0.18,0.232,0.1
1985.08,-5.00E-02,-0.133,0.02,-0.026,-0.121
1985.17,0.17,-0.026,0.19,0.119,0.002
1985.25,1.10E-01,-0.04,0.15,0.095,-0.059
1985.33,0.17,-0.003,0.2,0.113,-0.022
1985.42,0.18,-0.061,0.13,0.085,0.025
1985.5,0.00E+00,-0.06,0.08,-0.088,-0.107
1985.58,0.15,0.026,0.13,0.131,0.079
1985.67,0.15,-0.032,0.1,0.092,0.032
1985.75,0.12,0.018,0.13,0.048,0.005
1985.83,9.00E-02,-0.072,0.12,-0.041,-0.04
1985.92,0.15,0.014,0.2,0.119,0.017
1986,0.29,0.124,0.33,0.171,0.081
1986.08,0.38,0.09,0.28,0.349,0.24
1986.17,0.28,0.075,0.3,0.188,0.068
1986.25,0.24,0.078,0.26,0.25,0.08
1986.33,0.24,0.045,0.25,0.199,0.052
1986.42,0.11,0.049,0.25,0.05,-0.029
1986.5,0.11,-0.002,0.17,0.042,-0.015
1986.58,0.12,0.002,0.17,0.116,0.03
1986.67,0.00E+00,0.011,0.17,0.01,-0.056
1986.75,0.14,0.066,0.21,0.07,0.036
1986.83,1.10E-01,-0.007,0.16,-0.008,-0.015
1986.92,0.16,0.01,0.22,0.104,-0.028
1987,0.36,0.112,0.31,0.276,0.138
1987.08,0.46,0.302,0.5,0.313,0.233
1987.17,0.16,0.022,0.26,0.135,0.015
1987.25,0.23,0.095,0.3,0.223,0.07
1987.33,0.26,0.148,0.34,0.246,0.095
1987.42,0.37,0.127,0.3,0.308,0.181
1987.5,0.45,0.269,0.42,0.377,0.313
1987.58,0.28,0.237,0.38,0.232,0.161
1987.67,0.39,0.274,0.43,0.263,0.211
1987.75,0.31,0.204,0.34,0.233,0.183
1987.83,0.25,0.197,0.33,0.117,0.129
1987.92,0.48,0.322,0.53,0.428,0.298
1988,0.57,0.388,0.55,0.489,0.379
1988.08,0.43,0.233,0.39,0.35,0.26
1988.17,0.51,0.262,0.48,0.379,0.296
1988.25,0.45,0.225,0.44,0.407,0.247
1988.33,0.43,0.211,0.38,0.375,0.258
1988.42,0.43,0.221,0.39,0.378,0.27
1988.5,0.35,0.173,0.34,0.261,0.178
1988.58,0.47,0.176,0.32,0.357,0.223
1988.67,0.41,0.183,0.32,0.297,0.226
1988.75,0.4,0.139,0.3,0.238,0.206
1988.83,1.20E-01,0.027,0.23,-0.035,-0.013
1988.92,0.33,0.146,0.36,0.188,0.117
1989,0.15,0.012,0.21,0.003,-0.11
1989.08,0.35,0.149,0.3,0.275,0.184
1989.17,0.37,0.136,0.33,0.226,0.115
1989.25,0.33,0.081,0.29,0.254,0.076
1989.33,0.16,0.079,0.28,0.056,-0.009
1989.42,0.14,0.074,0.27,0.066,0.026
1989.5,0.33,0.156,0.3,0.23,0.206
1989.58,0.37,0.177,0.3,0.23,0.176
1989.67,0.37,0.142,0.3,0.251,0.229
1989.75,0.32,0.151,0.3,0.249,0.183
1989.83,0.2,0.06,0.25,0.047,0.029
1989.92,0.38,0.201,0.4,0.34,0.22
1990,0.4,0.217,0.36,0.357,0.234
1990.08,0.41,0.307,0.4,0.292,0.235
1990.17,0.76,0.562,0.73,0.653,0.548
1990.25,0.55,0.366,0.49,0.554,0.43
1990.33,0.46,0.278,0.43,0.459,0.319
1990.42,0.38,0.277,0.41,0.345,0.272
1990.5,0.44,0.231,0.34,0.386,0.309
1990.58,0.3,0.25,0.35,0.269,0.201
1990.67,0.29,0.178,0.31,0.21,0.155
1990.75,0.42,0.332,0.43,0.37,0.357
1990.83,0.45,0.318,0.48,0.326,0.298
1990.92,0.41,0.248,0.44,0.349,0.223
1991,0.41,0.288,0.45,0.343,0.248
1991.08,0.5,0.298,0.47,0.417,0.335
1991.17,0.35,0.198,0.37,0.294,0.202
1991.25,0.52,0.383,0.52,0.495,0.385
1991.33,0.38,0.303,0.41,0.359,0.274
1991.42,0.53,0.306,0.48,0.461,0.36
1991.5,0.48,0.307,0.44,0.418,0.409
1991.58,0.4,0.258,0.38,0.361,0.319
1991.67,0.48,0.243,0.39,0.377,0.324
1991.75,0.3,0.191,0.33,0.262,0.194
1991.83,0.31,0.16,0.32,0.224,0.197
1991.92,0.33,0.12,0.3,0.296,0.171
1992,0.44,0.367,0.47,0.437,0.325
1992.08,0.42,0.319,0.45,0.377,0.263
1992.17,0.47,0.258,0.44,0.4,0.279
1992.25,0.24,0.137,0.29,0.266,0.124
1992.33,0.33,0.173,0.33,0.28,0.173
1992.42,0.26,0.13,0.28,0.237,0.137
1992.5,0.12,-0.016,0.13,0.084,-0.011
1992.58,0.08,0.007,0.14,0.044,0.001
1992.67,0.00E+00,-0.064,0.06,-0.074,-0.109
1992.75,9.00E-02,-0.048,0.11,-0.012,-0.035
1992.83,3.00E-02,-0.084,0.09,-0.069,-0.078
1992.92,0.22,0.082,0.28,0.174,0.055
1993,0.38,0.307,0.38,0.351,0.268
1993.08,0.39,0.253,0.39,0.326,0.235
1993.17,0.36,0.239,0.42,0.306,0.214
1993.25,0.27,0.131,0.32,0.283,0.131
1993.33,0.28,0.178,0.35,0.235,0.143
1993.42,0.26,0.179,0.29,0.22,0.16
1993.5,0.29,0.131,0.23,0.193,0.142
1993.58,0.14,0.097,0.21,0.109,0.05
1993.67,0.1,0.07,0.17,0.112,0.082
1993.75,0.23,0.109,0.24,0.198,0.137
1993.83,6.00E-02,-0.036,0.09,0.02,0.007
1993.92,0.17,0.129,0.32,0.142,0.056
1994,0.27,0.182,0.29,0.211,0.139
1994.08,3.00E-02,-0.048,0.08,0.004,-0.058
1994.17,0.27,0.222,0.36,0.268,0.181
1994.25,0.41,0.21,0.36,0.356,0.225
1994.33,0.28,0.268,0.38,0.279,0.221
1994.42,0.43,0.262,0.38,0.384,0.32
1994.5,0.31,0.17,0.31,0.227,0.202
1994.58,0.21,0.186,0.31,0.152,0.143
1994.67,0.3,0.19,0.33,0.261,0.213
1994.75,0.41,0.311,0.43,0.382,0.349
1994.83,0.46,0.314,0.45,0.333,0.328
1994.92,0.36,0.246,0.4,0.311,0.185
1995,0.51,0.421,0.55,0.44,0.352
1995.08,0.78,0.601,0.69,0.667,0.589
1995.17,0.46,0.322,0.46,0.39,0.294
1995.25,0.48,0.285,0.41,0.476,0.346
1995.33,0.27,0.218,0.35,0.271,0.165
1995.42,0.41,0.312,0.46,0.423,0.345
1995.5,0.48,0.331,0.43,0.449,0.411
1995.58,0.47,0.357,0.5,0.464,0.373
1995.67,0.33,0.263,0.38,0.324,0.248
1995.75,0.48,0.336,0.44,0.433,0.363
1995.83,0.45,0.324,0.45,0.368,0.347
1995.92,0.28,0.132,0.35,0.243,0.117
1996,0.25,0.116,0.26,0.253,0.148
1996.08,0.49,0.323,0.45,0.495,0.395
1996.17,0.32,0.186,0.32,0.357,0.24
1996.25,0.36,0.13,0.27,0.384,0.196
1996.33,0.28,0.224,0.39,0.238,0.183
1996.42,0.25,0.168,0.35,0.185,0.121
1996.5,0.36,0.221,0.32,0.29,0.3
1996.58,0.49,0.207,0.32,0.451,0.316
1996.67,0.26,0.104,0.27,0.212,0.174
1996.75,0.19,0.132,0.23,0.139,0.12
1996.83,0.41,0.146,0.28,0.34,0.265
1996.92,0.41,0.232,0.39,0.396,0.271
1997,0.32,0.211,0.37,0.299,0.191
1997.08,0.38,0.313,0.43,0.337,0.251
1997.17,0.53,0.344,0.46,0.486,0.373
1997.25,0.36,0.266,0.45,0.43,0.319
1997.33,0.37,0.286,0.42,0.373,0.254
1997.42,0.54,0.411,0.53,0.546,0.475
1997.5,0.35,0.373,0.5,0.324,0.305
1997.58,0.41,0.44,0.54,0.392,0.376
1997.67,0.54,0.479,0.62,0.497,0.426
1997.75,0.63,0.558,0.65,0.612,0.547
1997.83,0.65,0.501,0.58,0.608,0.554
1997.92,0.59,0.503,0.63,0.579,0.457
1998,0.6,0.489,0.6,0.566,0.445
1998.08,0.9,0.763,0.86,0.788,0.693
1998.17,0.64,0.549,0.64,0.607,0.528
1998.25,0.64,0.65,0.74,0.73,0.599
1998.33,0.69,0.582,0.67,0.707,0.593
1998.42,0.77,0.591,0.66,0.727,0.646
1998.5,0.69,0.673,0.73,0.656,0.648
1998.58,0.66,0.605,0.68,0.679,0.624
1998.67,0.41,0.4,0.52,0.431,0.366
1998.75,0.44,0.407,0.49,0.407,0.374
1998.83,0.49,0.298,0.41,0.39,0.374
1998.92,0.56,0.472,0.58,0.561,0.473
1999,0.48,0.347,0.5,0.43,0.337
1999.08,0.66,0.583,0.67,0.616,0.54
1999.17,0.35,0.226,0.37,0.31,0.2
1999.25,0.34,0.324,0.46,0.36,0.249
1999.33,0.32,0.245,0.41,0.282,0.189
1999.42,0.37,0.273,0.42,0.368,0.292
1999.5,0.38,0.288,0.4,0.335,0.267
1999.58,0.31,0.228,0.37,0.3,0.237
1999.67,0.4,0.305,0.4,0.4,0.281
1999.75,0.39,0.253,0.38,0.326,0.264
1999.83,0.38,0.241,0.37,0.312,0.286
1999.92,0.44,0.37,0.58,0.41,0.304
2000,0.24,0.224,0.34,0.28,0.165
2000.08,0.57,0.449,0.54,0.531,0.447
2000.17,0.58,0.382,0.56,0.511,0.387
2000.25,0.57,0.479,0.63,0.569,0.452
2000.33,0.36,0.279,0.46,0.36,0.245
2000.42,0.41,0.27,0.41,0.39,0.319
2000.5,0.39,0.261,0.39,0.333,0.32
2000.58,0.43,0.353,0.46,0.428,0.35
2000.67,0.41,0.312,0.43,0.401,0.327
2000.75,0.28,0.225,0.3,0.236,0.181
2000.83,0.33,0.16,0.26,0.273,0.242
2000.92,0.3,0.157,0.32,0.293,0.184
2001,0.42,0.357,0.47,0.461,0.337
2001.08,0.44,0.319,0.39,0.432,0.363
2001.17,0.56,0.51,0.62,0.538,0.489
2001.25,0.51,0.462,0.56,0.56,0.417
2001.33,0.57,0.418,0.6,0.534,0.41
2001.42,0.54,0.419,0.53,0.511,0.409
2001.5,0.61,0.464,0.55,0.531,0.463
2001.58,0.48,0.505,0.6,0.435,0.463
2001.67,0.54,0.431,0.5,0.515,0.467
2001.75,0.51,0.421,0.5,0.48,0.429
2001.83,0.7,0.613,0.69,0.657,0.686
2001.92,0.56,0.383,0.51,0.617,0.51
2002,0.75,0.654,0.7,0.73,0.623
2002.08,0.76,0.703,0.78,0.671,0.597
2002.17,0.9,0.701,0.79,0.871,0.763
2002.25,0.57,0.46,0.57,0.625,0.479
2002.33,0.63,0.427,0.56,0.627,0.489
2002.42,0.55,0.471,0.58,0.518,0.448
2002.5,0.61,0.491,0.62,0.531,0.545
2002.58,0.53,0.453,0.53,0.504,0.477
2002.67,0.63,0.424,0.56,0.602,0.47
2002.75,0.56,0.411,0.47,0.562,0.502
2002.83,0.58,0.45,0.59,0.5,0.475
2002.92,0.44,0.325,0.43,0.492,0.355
2003,0.73,0.6,0.69,0.753,0.637
2003.08,0.55,0.459,0.56,0.539,0.462
2003.17,0.58,0.45,0.57,0.527,0.462
2003.25,0.54,0.437,0.56,0.573,0.449
2003.33,0.61,0.473,0.6,0.598,0.479
2003.42,0.48,0.454,0.54,0.446,0.402
2003.5,0.54,0.475,0.54,0.498,0.456
2003.58,0.66,0.549,0.62,0.607,0.588
2003.67,0.65,0.536,0.64,0.635,0.574
2003.75,0.74,0.612,0.73,0.69,0.645
2003.83,0.53,0.457,0.58,0.477,0.467
2003.92,0.74,0.589,0.74,0.732,0.62
2004,0.59,0.507,0.6,0.587,0.5
2004.08,0.73,0.613,0.72,0.662,0.587
2004.17,0.64,0.532,0.69,0.565,0.483
2004.25,0.63,0.477,0.59,0.608,0.486
2004.33,0.4,0.311,0.45,0.346,0.31
2004.42,0.43,0.322,0.47,0.372,0.284
2004.5,0.25,0.359,0.48,0.201,0.245
2004.58,0.44,0.394,0.51,0.403,0.415
2004.67,0.51,0.438,0.53,0.48,0.433
2004.75,0.64,0.464,0.62,0.552,0.508
2004.83,0.71,0.604,0.76,0.619,0.605
2004.92,0.48,0.355,0.51,0.492,0.381
2005,0.7,0.549,0.62,0.743,0.618
2005.08,0.55,0.396,0.51,0.622,0.499
2005.17,0.72,0.565,0.69,0.728,0.62
2005.25,0.68,0.611,0.73,0.739,0.615
2005.33,0.63,0.518,0.66,0.651,0.521
2005.42,0.66,0.552,0.67,0.642,0.53
2005.5,0.64,0.547,0.66,0.55,0.521
2005.58,0.62,0.538,0.62,0.584,0.565
2005.67,0.76,0.574,0.69,0.68,0.636
2005.75,0.76,0.614,0.69,0.741,0.684
2005.83,0.72,0.627,0.73,0.652,0.638
2005.92,0.66,0.462,0.62,0.728,0.585
2006,0.56,0.383,0.46,0.612,0.476
2006.08,0.69,0.571,0.62,0.771,0.637
2006.17,0.62,0.461,0.6,0.643,0.5
2006.25,0.5,0.407,0.52,0.559,0.431
2006.33,0.47,0.405,0.55,0.508,0.409
2006.42,0.64,0.518,0.64,0.594,0.518
2006.5,0.52,0.486,0.62,0.422,0.425
2006.58,0.7,0.535,0.63,0.692,0.618
2006.67,0.62,0.503,0.64,0.57,0.511
2006.75,0.67,0.569,0.68,0.646,0.603
2006.83,0.7,0.54,0.64,0.651,0.627
2006.92,0.74,0.691,0.76,0.778,0.683
2007,0.95,0.828,0.89,0.946,0.854
2007.08,0.7,0.567,0.67,0.701,0.624
2007.17,0.69,0.517,0.67,0.661,0.544
2007.25,0.74,0.587,0.74,0.816,0.672
2007.33,0.66,0.448,0.61,0.647,0.524
2007.42,0.59,0.42,0.54,0.548,0.502
2007.5,0.61,0.439,0.53,0.556,0.554
2007.58,0.58,0.44,0.55,0.551,0.531
2007.67,0.61,0.455,0.58,0.526,0.484
2007.75,0.58,0.467,0.57,0.588,0.533
2007.83,0.55,0.391,0.52,0.523,0.526
2007.92,0.47,0.341,0.49,0.454,0.384
2008,0.23,0.158,0.28,0.238,0.161
2008.08,0.35,0.235,0.38,0.29,0.245
2008.17,0.74,0.559,0.77,0.624,0.56
2008.25,0.52,0.327,0.48,0.535,0.407
2008.33,0.47,0.34,0.5,0.5,0.396
2008.42,0.46,0.365,0.53,0.436,0.351
2008.5,0.59,0.451,0.58,0.505,0.519
2008.58,0.44,0.432,0.56,0.422,0.412
2008.67,0.63,0.407,0.53,0.59,0.501
2008.75,0.64,0.546,0.67,0.629,0.579
2008.83,0.66,0.526,0.67,0.587,0.586
2008.92,0.53,0.395,0.56,0.508,0.427
2009,0.61,0.478,0.6,0.658,0.557
2009.08,0.51,0.443,0.57,0.509,0.434
2009.17,0.52,0.404,0.58,0.438,0.374
2009.25,0.59,0.511,0.66,0.59,0.486
2009.33,0.65,0.441,0.59,0.581,0.486
2009.42,0.66,0.546,0.68,0.61,0.6
2009.5,0.71,0.536,0.65,0.675,0.658
2009.58,0.66,0.586,0.7,0.62,0.584
2009.67,0.69,0.567,0.71,0.655,0.621
2009.75,0.64,0.516,0.64,0.641,0.58
2009.83,0.76,0.55,0.67,0.701,0.657
2009.92,0.66,0.484,0.62,0.713,0.592
2010,0.73,0.56,0.7,0.782,0.643
2010.08,0.8,0.592,0.71,0.844,0.738
2010.17,0.92,0.682,0.85,0.871,0.796
2010.25,0.85,0.689,0.83,0.917,0.789
2010.33,0.73,0.592,0.76,0.741,0.649
2010.42,0.63,0.585,0.73,0.622,0.579
2010.5,0.6,0.615,0.73,0.547,0.571
2010.58,0.64,0.539,0.66,0.601,0.562
2010.67,0.59,0.448,0.57,0.576,0.521
2010.75,0.69,0.497,0.62,0.675,0.612
2010.83,0.78,0.592,0.77,0.695,0.701
2010.92,0.46,0.334,0.49,0.506,0.405
2011,0.49,0.315,0.47,0.539,0.423
2011.08,0.51,0.324,0.5,0.514,0.375
2011.17,0.62,0.42,0.59,0.628,0.509
2011.25,0.62,0.491,0.66,0.644,0.526
2011.33,0.5,0.393,0.58,0.523,0.39
2011.42,0.56,0.494,0.65,0.594,0.518
2011.5,0.71,0.511,0.63,0.672,0.604
2011.58,0.71,0.491,0.62,0.692,0.634
2011.67,0.54,0.446,0.6,0.516,0.492
2011.75,0.63,0.458,0.64,0.576,0.538
2011.83,0.56,0.353,0.49,0.484,0.471
2011.92,0.53,0.402,0.55,0.553,0.453
2012,0.45,0.31,0.42,0.42,0.335
2012.08,0.47,0.301,0.42,0.46,0.395
2012.17,0.56,0.36,0.53,0.443,0.373
2012.25,0.68,0.574,0.73,0.697,0.575
2012.33,0.74,0.573,0.72,0.737,0.608
2012.42,0.63,0.556,0.7,0.612,0.571
2012.5,0.54,0.507,0.69,0.445,0.462
2012.58,0.61,0.536,0.67,0.63,0.543
2012.67,0.72,0.556,0.73,0.677,0.574
2012.75,0.76,0.556,0.71,0.785,0.691
2012.83,0.74,0.55,0.71,0.725,0.69
2012.92,0.53,0.271,0.47,0.536,0.394
2013,0.66,0.471,0.59,0.667,0.541
2013.08,0.55,0.498,0.64,0.533,0.43
2013.17,0.66,0.421,0.62,0.604,0.479
2013.25,0.53,0.45,0.57,0.578,0.479
2013.33,0.58,0.525,0.72,0.597,0.474
2013.42,0.65,0.501,0.69,0.607,0.553
2013.5,0.58,0.518,0.67,0.486,0.532
2013.58,0.66,0.541,0.66,0.623,0.585
2013.67,0.77,0.546,0.69,0.693,0.666
2013.75,0.67,0.516,0.68,0.607,0.584
2013.83,0.79,0.66,0.83,0.738,0.729
2013.92,0.65,0.532,0.7,0.651,0.55
2014,0.73,0.534,0.7,0.716,0.599
2014.08,0.52,0.327,0.48,0.479,0.389
2014.17,0.76,0.584,0.77,0.707,0.614
2014.25,0.77,0.667,0.8,0.779,0.68
2014.33,0.85,0.608,0.8,0.819,0.691
2014.42,0.66,0.625,0.76,0.605,0.586
2014.5,0.56,0.544,0.7,0.486,0.517
2014.58,0.8,0.677,0.8,0.79,0.719
2014.67,0.87,0.601,0.79,0.798,0.719
2014.75,0.81,0.635,0.79,0.758,0.716
2014.83,0.66,0.504,0.69,0.541,0.562
2014.92,0.78,0.655,0.83,0.712,0.638
2015,0.81,0.705,0.82,0.773,0.687
2015.08,0.87,0.689,0.89,0.809,0.7
2015.17,0.91,0.708,0.9,0.83,0.728
2015.25,0.74,0.673,0.78,0.76,0.651
2015.33,0.76,0.711,0.86,0.757,0.658
2015.42,0.79,0.743,0.89,0.729,0.691
2015.5,0.72,0.697,0.82,0.62,0.664
2015.58,0.79,0.74,0.88,0.76,0.701
2015.67,0.82,0.796,0.93,0.784,0.765
2015.75,1.08,0.845,1,1.012,0.957
2015.83,1.03,0.84,0.97,0.937,0.931
2015.92,1.11,1.024,1.13,1.089,0.98
2016,1.15,0.934,1.06,1.172,1.053
2016.09,1.34,1.111,1.21,1.249,1.159
2016.17,1.31,1.106,1.23,1.233,1.118
2016.25,1.07,0.937,1.08,1.094,0.955
2016.34,0.91,0.707,0.88,0.949,0.768
2016.42,0.78,0.744,0.91,0.733,0.702
2016.5,0.82,0.744,0.87,0.746,0.73
2016.59,0.99,0.79,0.9,0.932,0.892
2016.67,0.87,0.729,0.88,0.809,0.764
2016.75,0.89,0.598,0.73,0.887,0.793
2016.84,0.9,0.553,0.75,0.879,0.791
2016.92,0.82,0.62,0.8,0.883,0.728
2017,0.97,0.739,0.91,1.007,0.838
2017.09,1.12,0.845,0.97,1.073,0.938
2017.17,1.13,0.873,1.03,1.126,0.969
2017.25,0.93,0.737,0.89,0.943,0.787
2017.34,0.88,0.659,0.82,0.875,0.725
2017.42,0.7,0.64,0.78,0.643,0.592
2017.5,0.81,0.653,0.83,0.692,0.654
2017.59,0.84,0.715,0.81,0.752,0.71
2017.67,0.8,0.561,0.78,0.665,0.553
2017.75,,,,0.89,
